Version,Version Code,Release Date,Archived?,Notes,Link
2.694.977.0,2.694.977.0,03/10/2025,Yes,,https://mega.nz/file/kZUlGDyB#R6pjZG0v6-ZbbChSKx_l777MEOV8UJc0p4SIZj-FDzs
